speed_kmh,angle_deg,distance_m
117.33,66.85,30.41
120.84,58.12,50.56
72.13,-49.66,0.24
162.62,30.88,103.47
62.10,72.96,4.73
124.80,-54.42,0.00
156.29,15.45,85.25
138.10,-7.51,4.58
205.50,-14.28,1.08
72.82,-81.71,0.00
159.06,-6.57,5.02
64.71,-54.12,0.08
55.64,4.65,7.13
137.19,-47.32,0.44
180.98,-32.09,1.20
207.25,-26.74,0.91
152.61,-25.99,0.00
89.44,-10.04,3.72
195.89,15.09,111.83
47.14,32.41,11.46
46.99,41.97,11.38
225.85,22.03,175.64
60.12,-52.69,0.21
159.81,-9.08,4.03
82.85,64.80,24.18
150.34,22.86,82.28
87.23,-46.47,0.00
96.08,36.58,48.71
121.43,70.88,36.53
39.18,21.88,7.16
61.02,-68.31,0.16
105.59,-83.82,0.00
66.51,-21.95,1.19
193.60,-16.03,1.46
204.99,-28.29,0.25
149.24,-13.67,1.90
105.02,38.76,47.39
197.96,15.78,116.34
58.86,36.56,15.61
168.91,18.08,108.10
71.74,82.74,3.25
50.78,50.08,12.85
111.90,55.75,45.14
86.97,-10.89,2.91
126.17,-56.95,0.00
152.61,-81.86,0.00
102.31,-4.34,4.75
195.86,49.67,117.84
115.17,69.53,21.80
104.52,-65.15,0.04
153.48,-18.05,1.34
227.41,-24.12,1.23
108.57,30.36,60.89
94.49,37.87,46.82
144.49,21.49,78.73
201.87,11.74,107.70
188.08,-13.64,2.40
75.32,-45.17,0.06
69.78,10.81,14.58
92.67,52.25,33.69
70.30,69.38,9.74
97.91,65.35,31.91
86.52,35.35,40.10
211.95,27.00,155.27
79.03,19.89,19.84
122.59,-7.47,4.17
118.40,-33.77,0.43
64.48,-46.34,0.00
184.91,33.17,119.81
151.86,-12.36,2.45
75.96,37.22,28.71
124.86,56.67,48.15
81.46,6.50,13.96
200.43,-30.16,0.61
148.66,50.11,74.91
176.45,23.89,117.86
75.90,-21.73,1.17
52.49,-25.84,0.81
85.92,-32.09,0.00
118.86,11.33,42.79
57.61,-61.13,0.00
233.77,-22.91,0.85
49.82,-4.29,3.61
72.98,6.00,11.81
114.99,38.94,58.33
60.20,53.73,16.28
112.41,-31.97,0.55
142.88,-24.97,0.00
104.16,-67.23,0.05
39.58,-21.56,1.21
109.13,39.01,58.69
91.67,13.35,23.84
156.24,41.49,95.87
57.98,31.63,15.70
87.55,8.25,16.81
179.87,-34.32,0.00
73.95,14.03,17.38
99.12,-57.92,0.36
135.80,17.76,66.62
88.02,41.85,39.45
64.92,-14.07,2.35
169.93,-9.22,3.03
179.42,-33.66,0.17
110.30,-48.18,0.41
141.80,-29.71,0.00
137.27,42.46,78.13
153.68,44.67,89.62
39.34,55.93,7.79
135.58,-33.83,0.00
86.79,26.13,44.08
156.76,17.62,94.46
120.23,6.26,28.25
117.58,-1.44,9.95
139.67,-20.14,0.88
102.57,-63.91,0.28
101.06,-75.17,0.00
78.82,-15.42,1.36
154.45,35.29,96.58
173.63,33.00,116.19
145.02,-31.33,0.00
95.75,9.88,25.68
195.04,-15.58,1.76
71.27,6.40,11.30
147.37,28.30,95.23
100.94,-37.49,0.00
141.01,-33.53,0.00
75.20,36.21,28.01
65.21,-45.13,0.00
120.17,-8.36,4.39
128.36,-28.58,0.00
81.19,-31.51,1.12
197.69,-23.54,0.06
137.81,29.96,82.52
89.04,14.31,21.89
123.81,-32.60,0.57
133.58,-40.59,0.78
133.34,48.64,68.07
123.21,-58.47,0.06
137.97,29.73,84.53
80.81,6.99,14.27
131.44,-30.42,0.00
104.43,-1.37,8.46
102.81,-60.10,0.00
153.29,43.76,91.26
78.61,16.92,31.88
82.41,-23.62,0.00
80.05,46.67,29.70
80.85,60.27,25.20
78.39,56.60,24.72
35.44,0.19,3.05
104.95,-33.93,0.75
154.68,0.13,14.41
120.59,-30.31,0.00
91.55,-23.01,0.56
163.85,67.17,48.64
166.33,12.30,83.32
104.12,3.19,14.01
130.60,-74.47,0.00
136.31,43.88,75.51
64.73,-48.05,0.00
128.30,4.14,22.26
61.68,23.09,15.14
152.27,34.09,90.68
94.47,19.20,36.36
73.48,-48.30,0.74
180.43,-9.05,3.49
135.17,43.78,71.23
69.31,-3.13,4.79
96.54,34.92,48.25
49.75,-53.69,0.57
117.23,-7.63,2.97
86.10,42.92,34.27
61.20,-48.73,0.23
223.10,10.03,100.55
80.03,9.32,15.69
136.05,-56.57,0.73
114.08,-12.54,1.31
104.51,24.11,54.32
143.35,13.96,67.60
198.52,-57.79,0.00
139.73,61.29,48.16
89.10,-6.22,4.43
78.61,-5.36,4.63
153.27,-15.14,2.37
151.13,-56.93,0.18
145.65,-23.13,1.58
137.16,-41.24,0.00
196.70,36.90,140.53
243.49,0.10,23.78
181.25,42.58,118.29
52.10,81.15,5.05
83.13,5.11,12.72
72.41,-6.73,3.57
165.61,-34.95,0.00
96.93,40.45,40.94
164.35,-74.28,0.19
210.06,19.98,138.25
107.87,-63.82,0.34
78.46,0.93,7.95
69.19,-33.05,0.00
111.78,63.31,36.37
174.64,-12.37,1.25
164.96,-35.74,0.00
138.69,-3.15,7.27
145.29,-47.90,0.37
95.71,37.37,46.52
80.44,7.43,12.84
106.89,41.63,49.56
117.64,-30.05,0.00
177.76,5.19,40.14
49.10,26.82,10.37
127.06,34.79,67.39
130.93,-6.69,5.04
91.84,-50.90,0.28
93.05,-9.46,2.28
96.84,-49.80,0.50
123.22,-43.06,0.00
53.94,40.16,13.87
109.07,36.97,55.98
60.10,13.05,11.88
80.90,40.12,35.61
168.47,16.38,105.91
110.82,57.34,40.65
83.00,9.46,18.42
135.63,-33.60,0.00
124.11,-81.57,0.00
53.59,35.44,13.13
78.89,23.51,32.18
192.58,19.36,115.93
70.29,-14.34,1.95
60.99,48.25,19.06
57.13,55.22,14.86
47.42,-80.08,0.00
167.81,26.62,116.56
43.81,50.70,10.07
171.76,-33.90,1.34
138.85,-26.81,1.21
89.94,-37.46,0.76
183.90,29.17,135.12
117.68,36.48,66.19
145.89,-10.53,2.57
106.10,-11.78,2.39
202.62,13.60,100.89
96.79,-23.25,1.17
96.79,39.92,40.52
55.96,79.43,7.58
188.89,17.94,124.84
54.79,6.40,7.07
63.26,59.25,16.10
85.43,-19.61,1.42
164.34,37.23,106.27
163.57,-41.95,0.00
158.96,43.87,95.37
189.78,-4.31,6.80
241.67,-8.76,4.10
148.10,-49.45,0.00
92.95,-14.91,1.13
79.32,7.28,13.41
30.79,11.55,3.88
74.56,-48.42,0.00
188.38,-14.31,2.29
110.07,-37.99,0.66
93.52,-3.12,6.01
90.19,65.58,27.66
154.28,-12.34,2.43
73.86,62.75,20.95
232.18,-24.84,0.39
48.02,-30.73,0.66
87.94,63.71,24.17
97.20,25.36,41.70
164.05,-30.71,0.87
69.45,-22.15,1.77
52.24,-70.41,0.00
79.56,-5.54,4.08
188.54,-30.57,0.00
114.91,48.73,51.95
110.69,26.57,61.35
102.52,-28.82,0.28
88.56,39.54,35.46
90.63,14.73,37.47
162.15,28.82,100.64
82.44,38.94,38.00
178.26,-9.11,3.71
184.86,-32.01,0.00
123.93,35.53,60.49
88.82,-56.06,0.02
231.16,0.99,28.70
47.13,-10.17,2.88
154.93,-57.22,0.04
79.64,-26.87,1.39
135.25,-22.35,0.00
87.53,32.11,31.80
111.25,21.58,41.54
171.95,-24.09,1.46
106.13,39.44,50.50
81.85,-50.52,0.90
73.39,37.34,29.55
73.47,32.14,33.71
99.29,27.83,51.28
101.30,-55.70,0.00
106.83,-15.10,1.81
126.11,-39.58,0.00
103.57,13.63,30.69
93.57,-14.63,0.46
79.12,-27.97,0.33
88.05,-38.63,0.00
101.81,54.13,39.34
185.95,24.84,139.21
134.75,23.59,77.04
146.29,30.59,93.72
81.59,-22.40,0.70
59.35,-69.33,0.00
45.29,-72.87,0.00
127.37,-20.35,1.84
101.85,-27.25,0.00
87.57,-29.97,0.23
184.00,-33.64,0.48
47.69,-1.96,4.51
113.12,-37.83,0.11
198.88,-31.58,0.86
161.97,49.25,90.51
96.95,43.15,41.96
208.47,-4.04,8.66
52.60,-77.27,0.00
146.35,-0.57,12.46
98.43,40.51,48.11
110.62,14.13,33.29
117.84,-68.25,0.00
112.55,17.39,42.90
136.28,7.51,37.57
80.63,35.10,38.12
86.59,-46.08,0.07
104.90,-66.71,0.00
69.86,-51.88,0.00
181.52,15.31,118.12
213.63,-41.04,0.13
61.63,-14.69,1.80
216.79,8.47,91.56
99.97,-26.78,0.94
164.00,-36.92,0.00
104.01,24.19,49.64
125.87,29.86,73.58
80.92,62.96,22.85
134.72,55.40,58.82
100.92,12.56,25.67
65.85,31.51,20.90
147.10,-25.95,0.49
83.16,-49.48,0.00
137.49,50.96,69.29
137.49,-19.30,0.00
219.09,-13.41,2.91
142.08,46.73,77.47
93.37,-66.20,0.00
80.19,54.02,26.93
144.15,-15.90,1.78
125.68,6.67,27.27
47.11,1.51,4.90
72.83,31.36,24.12
92.28,0.63,8.40
61.95,3.96,6.81
81.53,-15.86,1.67
50.28,-16.97,1.90
102.51,60.93,30.38
117.23,44.19,59.95
54.97,60.70,11.11
104.98,26.47,43.80
57.68,49.83,16.54
120.50,-38.29,0.06
162.13,-4.17,8.06
150.40,53.82,71.88
198.58,8.33,72.22
127.44,-4.98,6.25
256.56,3.71,57.75
110.76,-24.75,0.46
86.27,8.76,15.69
189.07,11.93,82.69
148.19,33.54,96.56
175.06,-8.47,3.67
160.26,4.36,32.73
125.10,-2.70,6.77
53.68,-61.78,0.14
95.39,30.96,45.74
162.58,35.45,105.23
61.04,2.43,7.17
117.23,-34.98,0.66
63.25,-59.08,0.02
228.86,-44.04,0.32
238.45,2.77,45.44
122.08,-31.68,1.15
103.71,-63.32,0.03
95.09,10.38,30.50
72.61,-31.82,0.00
132.24,20.38,77.01
97.14,30.62,47.31
209.30,-22.28,0.00
110.47,-25.25,0.56
110.71,32.98,64.04
86.36,-52.68,0.00
125.19,54.31,56.21
152.23,-26.36,0.16
174.29,42.27,111.15
105.90,-39.56,0.06
156.66,30.28,107.15
171.99,26.77,114.61
160.82,-21.05,0.40
89.11,48.27,35.28
72.23,1.08,7.53
92.64,-0.96,7.08
54.47,49.54,14.28
100.60,-86.07,0.00
109.36,8.42,24.89
137.13,-18.86,1.18
211.92,16.27,138.42
220.61,-5.22,6.12
140.85,35.22,89.39
103.38,15.97,33.06
152.67,29.41,101.17
119.33,-4.22,6.91
65.91,0.64,7.16
114.24,53.16,49.80
111.07,43.04,53.49
98.58,23.74,42.99
166.88,-49.95,0.00
161.36,82.11,6.99
116.95,32.45,59.77
56.48,-11.85,1.87
58.65,56.49,15.70
138.39,5.19,26.59
87.06,41.36,37.90
79.93,-74.27,0.07
197.01,-21.68,0.29
134.91,27.30,81.47
117.12,-26.43,0.29
72.63,12.49,15.29
219.12,10.65,96.00
120.91,20.29,66.33
43.69,33.70,11.50
153.50,39.32,92.89
137.18,20.23,70.44
102.36,-13.50,2.57
150.35,42.60,90.01
181.38,-44.92,0.00
207.48,37.81,148.25
69.31,28.43,24.04
35.12,-73.03,0.00
123.29,-16.50,0.97
191.18,42.80,126.86
152.01,37.76,96.92
69.70,-49.67,0.92
95.11,5.83,17.15
140.69,-60.58,0.58
68.76,31.57,22.25
109.81,-57.59,0.26
197.16,45.33,127.09
62.10,-61.80,0.00
84.93,60.15,27.15
176.43,-13.21,2.27
40.31,-28.03,0.67
107.50,64.34,31.06
197.02,-34.97,0.00
42.71,-60.01,0.00
83.62,53.88,29.22
109.40,-67.02,0.00
98.95,-51.11,0.00
87.57,49.08,35.27
144.24,-70.23,0.00
76.91,-35.21,0.51
170.02,25.75,108.11
142.63,47.76,75.30
162.08,41.24,101.48
37.71,-35.68,0.77
140.75,22.96,83.32
153.03,15.73,69.07
234.33,21.07,167.57
126.56,50.82,60.04
112.96,42.83,54.69
259.02,-12.34,2.79
44.72,52.25,9.75
103.64,0.88,11.59
52.07,-20.96,0.49
187.89,50.15,108.43
166.67,27.95,117.94
158.55,45.88,90.59
56.03,-54.21,0.01
40.86,-38.38,0.44
157.35,-37.20,0.00
81.58,-41.42,0.00
58.66,-40.75,0.00
186.63,59.80,84.62
67.57,-57.56,0.00
104.01,-6.02,4.69
39.85,-12.88,2.04
135.15,27.37,72.32
100.14,16.94,33.12
125.01,36.25,71.87
136.22,25.18,75.82
96.18,6.29,16.35
110.36,-18.81,0.21
70.44,-7.46,3.60
69.19,38.06,28.19
175.73,-35.58,0.09
147.86,14.71,59.45
85.34,30.02,34.36
126.15,35.58,71.59
58.92,-19.00,0.58
119.76,-0.96,10.09
110.38,53.99,43.17
212.10,-32.81,0.42
118.34,-44.03,0.09
154.56,72.53,34.99
159.87,42.92,93.70
111.42,-26.44,0.00
91.44,57.11,31.66
155.20,13.56,67.09
116.84,21.70,50.25
170.93,-32.55,0.53
113.78,52.11,49.07
118.29,-6.58,5.00
166.13,-3.39,8.80
85.59,-49.95,0.08
103.64,22.72,57.35
89.41,-26.50,0.75
100.92,3.22,13.53
85.94,16.68,21.11
94.29,32.22,42.93
112.07,52.15,43.67
77.44,-24.55,0.00
92.10,-19.95,1.92
61.42,75.96,11.62
98.18,35.45,37.62
83.88,-57.55,0.00
57.30,12.84,10.49
54.12,53.79,14.27
71.85,60.54,19.89
107.84,-31.62,0.00
116.49,23.91,61.43
114.36,-73.29,0.00
86.65,-20.98,1.18
88.16,-31.82,0.00
182.08,35.59,114.90
48.24,61.05,10.58
67.29,-74.15,0.00
151.52,16.62,75.27
186.65,-5.54,5.08
158.51,-13.95,1.75
67.88,-27.62,1.12
57.40,-59.19,0.21
63.22,-26.93,1.16
104.68,-15.53,2.17
77.53,9.09,14.19
186.30,0.47,20.72
143.02,8.53,38.24
138.91,46.60,73.23
124.67,1.86,13.99
224.32,-50.02,0.39
59.35,-82.93,0.00
130.01,-7.42,4.92
132.30,7.11,28.26
100.35,70.54,28.46
189.21,29.14,136.19
71.83,66.02,18.30
80.06,59.21,24.87
175.88,-7.94,4.60
131.33,-37.75,0.00
193.73,25.08,135.10
166.02,-20.33,1.40
87.55,58.09,26.76
99.46,29.23,41.11
93.76,-51.64,0.00
111.01,14.49,37.74
87.18,-39.60,0.20
69.81,-51.86,0.16
62.30,-67.51,0.00
120.88,-51.46,0.23
195.60,33.61,144.85
59.27,42.29,17.98
82.24,31.40,41.11
139.56,38.56,84.32
148.00,-3.13,8.05
174.54,-1.51,11.79
96.24,-25.98,0.09
100.45,14.38,39.68
59.95,28.62,14.55
104.34,60.69,38.36
130.07,-24.64,0.75
198.35,-26.16,0.00
124.08,34.89,72.14
45.89,4.85,5.62
122.18,46.76,60.84
118.84,41.93,61.11
164.69,18.60,91.67
124.08,-32.85,0.54
44.65,10.06,6.54
63.78,-33.59,0.37
89.28,-39.91,0.47
134.71,-52.01,0.00
177.17,-19.52,0.00
86.81,40.95,38.51
114.34,3.71,18.45
114.08,-2.91,7.64
230.48,-15.92,1.96
61.90,-3.56,4.20
70.82,24.60,30.24
98.66,-41.20,0.00
85.22,-19.44,0.78
194.39,17.27,120.85
144.06,-11.86,2.49
63.60,-28.14,0.01
216.78,-18.81,1.59
113.37,-24.48,0.00
80.15,26.72,33.20
169.72,-34.36,0.10
85.22,-31.76,0.08
128.12,-22.62,1.33
95.02,27.23,43.34
130.53,-20.41,0.72
210.00,-22.85,0.71
112.64,-40.77,0.00
37.64,11.18,4.96
67.07,-14.15,1.03
97.99,-30.68,1.04
151.00,-22.15,0.97
126.29,37.29,74.24
120.95,21.12,48.12
162.27,-12.65,1.56
177.55,-28.59,0.27
63.78,-30.32,0.49
166.94,14.66,71.60
92.40,-28.64,0.00
152.86,10.99,63.84
87.13,-11.89,3.37
61.04,22.77,14.35
123.69,-52.96,0.00
216.11,28.35,155.00
212.61,-10.77,2.58
49.18,-56.56,0.20
87.81,-8.31,3.30
89.69,6.77,14.73
205.43,-2.10,12.30
114.38,46.93,54.19
150.47,-3.52,8.20
69.44,-35.84,0.00
57.21,34.84,14.73
129.33,33.10,75.40
64.41,1.35,6.60
100.91,-1.71,7.34
133.06,53.99,61.13
124.08,-11.42,2.99
93.81,41.59,44.41
58.72,-38.33,0.00
101.23,21.23,39.04
67.77,-62.70,0.00
201.40,34.75,149.37
95.87,19.38,43.27
82.96,-22.10,0.39
55.80,45.26,16.52
212.12,-27.06,0.31
181.75,16.08,89.43
181.14,19.89,112.58
69.86,-76.34,0.00
203.18,4.55,45.65
186.00,-54.89,0.60
191.27,-30.25,0.00
142.08,31.35,88.39
112.48,36.27,59.46
54.28,-58.66,0.06
118.69,76.55,9.16
94.73,13.09,22.44
75.95,-5.62,4.64
74.88,56.68,23.37
96.16,47.07,39.32
41.85,-43.82,0.52
78.84,-41.00,0.18
71.52,-36.69,0.00
140.51,48.12,74.20
213.62,31.37,160.09
139.54,59.40,56.22
155.73,25.43,90.98
105.24,55.58,41.64
159.34,-27.38,0.41
79.96,-13.49,1.34
183.26,-6.16,4.55
82.35,-27.23,0.02
71.96,-72.00,0.36
62.16,77.11,10.96
71.37,69.73,12.40
82.61,-35.24,0.09
67.55,-14.77,1.69
107.18,31.63,59.07
61.74,-23.26,1.50
214.61,33.29,160.97
46.35,35.65,11.05
117.96,-7.92,4.43
79.78,-32.76,0.00
142.27,37.61,84.24
230.43,-35.53,0.34
80.24,-58.81,0.03
87.75,-5.09,5.07
66.54,-42.29,0.00
100.51,-59.70,0.00
152.63,33.66,97.89
143.98,-53.77,0.00
65.42,-47.54,0.42
161.69,-54.92,0.00
75.71,-48.48,0.00
87.66,0.59,8.39
160.68,-78.90,0.40
47.33,6.58,6.14
82.90,-35.07,0.61
140.50,-14.19,2.42
73.16,-73.30,0.00
101.72,4.28,15.17
81.02,-7.73,3.72
94.77,-29.37,0.18
105.57,57.80,39.31
188.91,-11.78,2.48
225.26,-13.80,1.63
85.46,-12.23,2.61
156.92,23.78,110.74
212.60,-26.59,1.27
56.65,29.90,16.94
154.88,-46.73,0.15
56.60,78.64,7.46
119.55,69.31,37.58
53.56,11.45,9.16
128.67,-28.24,0.00
66.73,38.69,21.61
99.27,-17.55,0.04
122.75,16.33,62.18
115.25,35.40,62.72
162.85,7.10,45.28
107.09,39.63,53.52
87.24,1.56,10.85
162.33,-10.09,2.77
53.31,-59.08,0.00
73.35,-40.25,0.00
56.22,-49.83,0.31
82.70,-25.63,0.00
113.42,41.41,57.42
98.28,-10.05,3.62
199.64,43.28,133.42
183.18,27.05,130.63
120.78,15.23,46.45
200.57,14.56,109.68
161.73,-7.26,3.38
163.43,31.84,112.48
172.68,40.99,112.70
74.65,46.57,24.90
85.72,-32.70,0.87
202.15,-30.20,0.51
90.89,41.95,40.90
91.14,39.01,41.65
196.01,-17.17,0.22
92.34,-33.81,0.27
125.26,-30.61,0.44
57.17,-28.47,0.63
100.78,-30.48,0.00
173.38,-21.30,0.89
144.76,3.17,22.16
80.80,41.85,30.61
55.14,13.58,9.46
166.01,26.39,95.79
48.93,46.47,11.45
125.56,-26.53,1.03
78.06,-27.41,0.18
94.86,-70.26,0.16
36.70,-15.15,1.15
184.90,-25.19,0.00
92.32,-35.75,0.00
79.12,33.87,36.18
124.86,38.83,67.79
129.92,-25.90,0.00
162.91,-34.36,0.00
119.61,20.72,65.65
103.96,29.98,45.48
182.81,8.02,63.44
129.99,46.06,66.97
261.15,8.65,112.48
82.13,-35.77,0.00
159.18,-62.68,0.14
80.45,72.78,19.54
187.14,9.16,85.87
56.45,27.31,18.47
97.57,-48.89,0.00
88.73,-20.61,0.43
102.52,28.33,50.91
81.30,51.48,28.04
126.69,-12.66,2.81
90.85,-75.69,0.00
132.35,-18.12,1.07
83.17,-6.07,4.37
102.23,54.99,38.90
104.23,-26.19,0.09
102.96,-54.67,0.00
151.90,27.85,98.15
56.36,-54.52,0.42
66.67,0.69,6.27
80.03,61.70,20.69
104.46,-17.45,1.53
70.02,19.04,25.77
101.66,11.15,26.17
144.79,-42.58,0.00
121.48,-29.05,0.13
145.96,-40.22,0.00
126.50,13.18,48.97
89.57,-4.13,5.23
94.94,-25.21,1.40
67.77,-67.47,0.00
109.98,-25.78,0.34
239.84,3.07,44.70
202.00,22.43,134.53
64.42,-16.87,2.28
100.15,-44.62,0.00
105.43,-24.18,1.12
76.32,-34.18,0.48
204.84,-2.32,11.11
140.80,38.37,83.66
170.57,-35.93,0.36
100.48,38.94,50.45
112.72,-12.88,1.84
61.51,-21.27,1.42
142.33,-36.92,0.00
85.88,3.98,12.52
102.08,-70.03,0.22
71.90,-2.20,4.49
155.63,68.26,39.23
140.72,17.32,67.53
191.19,12.22,85.57
61.44,-37.03,0.39
122.31,5.88,29.04
130.00,68.71,39.44
89.05,42.70,32.90
71.93,49.66,24.59
41.32,-71.94,0.31
202.77,15.15,108.08
109.33,-3.62,5.95
184.25,-40.18,0.00
112.48,-18.37,0.73
64.02,-35.19,0.74
123.40,80.47,19.63
60.75,57.85,15.50
149.25,-80.91,0.14
117.31,2.97,15.37
198.62,-17.92,1.26
179.65,-41.65,0.00
90.35,17.09,35.24
79.32,-55.46,0.68
100.79,-67.32,0.00
182.43,34.36,127.14
121.29,-1.95,9.53
195.23,-21.74,0.41
83.49,36.52,38.05
36.22,-26.78,1.11
101.70,-73.10,0.17
120.90,-2.00,9.00
202.12,19.81,143.86
75.01,57.16,21.80
154.17,24.53,103.01
193.59,-26.38,0.00
65.08,-45.66,0.29
106.35,-50.87,0.00
60.43,-24.50,0.50
165.76,-62.19,0.28
147.78,-36.09,0.00
182.76,47.39,111.03
217.99,-38.31,0.50
38.38,-36.28,0.82
178.22,-61.11,0.29
141.14,-54.88,0.18
147.33,30.20,96.87
187.19,27.34,138.32
112.71,-1.21,9.05
120.17,-46.67,0.00
65.02,-7.90,3.77
55.52,12.67,9.72
125.96,-13.33,1.52
94.77,-59.65,0.00
93.10,-30.80,0.38
133.34,49.86,66.44
145.35,24.67,92.63
84.72,-42.09,0.00
92.20,36.52,43.99
59.94,-22.59,0.94
74.82,18.28,22.18
240.41,-12.26,2.95
140.07,-29.05,0.49
107.43,-18.73,1.13
140.97,50.35,72.21
96.46,-35.44,0.00
70.32,29.90,31.15
82.01,29.36,26.37
116.58,36.82,59.18
183.37,-41.87,1.07
106.11,-19.84,0.00
135.23,-17.03,0.39
155.85,-28.01,0.00
160.10,-10.57,3.21
78.22,19.75,24.90
95.19,-41.32,0.12
203.75,-0.15,17.09
166.25,13.34,71.31
196.26,-15.74,2.24
121.70,48.41,57.71
146.66,-43.19,0.21
143.22,-61.52,0.17
66.46,-39.91,0.78
139.96,-0.24,11.48
118.08,63.27,36.09
191.10,-28.78,0.00
131.05,-20.20,1.67
131.37,-44.42,0.00
112.05,-16.66,1.91
153.59,49.54,82.63
198.72,-20.08,0.71
117.02,-63.08,0.00
135.76,-13.61,1.86
64.70,-5.45,4.42
82.16,-19.38,2.03
144.18,22.47,95.33
51.75,68.49,10.09
87.45,-56.95,0.00
95.30,-25.65,0.96
151.43,-31.81,0.18
117.60,-33.96,0.00
98.91,46.29,44.68
203.33,-15.61,2.11
205.92,-31.39,1.04
99.32,18.51,34.20
116.12,-36.99,0.00
241.97,5.47,67.94
75.37,-40.70,0.99
150.69,23.76,102.22
136.63,-21.39,1.64
186.69,-16.50,0.00
38.46,22.26,6.52
176.71,16.42,91.50
122.53,1.86,15.29
110.27,-22.12,1.23
163.32,26.21,103.17
77.56,0.10,7.94
75.76,70.29,18.40
78.54,-34.32,0.00
131.71,-9.52,2.65
118.68,-6.41,5.01
150.68,6.00,32.66
174.98,-28.46,0.61
141.12,66.01,48.89
66.12,44.43,21.78
65.76,42.54,22.67
112.91,-36.18,0.00
73.32,-1.74,6.65
101.93,42.52,48.98
106.52,-35.29,0.00
122.14,-53.40,0.24
113.79,-27.04,0.32
185.93,36.51,131.22
197.65,-5.65,6.91
195.45,69.08,64.75
77.50,7.22,14.50
114.99,-13.12,1.52
138.82,22.34,79.44
86.44,12.71,30.34
170.48,32.10,116.68
122.46,-25.90,0.42
181.93,-32.73,0.92
181.05,22.73,127.93
102.48,-17.76,0.61
142.99,-54.32,0.00
61.61,60.58,15.85
172.87,47.14,102.80
52.39,24.03,10.79
183.66,-28.46,0.00
118.63,32.75,65.63
66.86,50.50,20.92
222.61,16.15,137.44
127.45,22.14,71.28
220.00,16.91,130.17
113.69,44.44,57.25
65.77,11.47,12.71
112.36,65.67,32.01
97.91,-33.04,0.00
196.05,47.20,122.40
119.76,29.26,67.30
44.71,-57.56,0.31
53.15,70.64,10.21
97.82,18.84,38.66
80.43,-26.38,0.00
79.01,-42.38,0.00
83.69,-22.66,0.56
103.95,-38.00,0.23
78.08,-19.46,1.88
71.61,-57.74,0.00
220.27,33.75,163.49
116.41,38.73,61.86
73.83,6.03,12.26
101.44,-23.36,1.23
112.45,-33.04,0.94
80.95,52.69,28.17
128.65,33.15,76.76
90.02,9.86,21.59
126.75,-28.60,0.31
44.19,22.46,7.73
95.28,25.44,37.48
72.70,-55.09,0.61
176.93,15.74,99.12
72.90,63.20,14.87
87.85,-28.13,0.12
82.53,79.55,15.35
69.69,-30.92,0.97
141.55,-21.89,1.54
244.95,13.21,134.12
112.13,17.00,52.90
119.45,-21.03,1.37
142.29,-24.10,0.10
129.26,-36.89,0.00
188.55,11.80,79.60
81.63,49.93,27.67
37.84,-53.32,0.12
185.50,-1.86,9.87
129.98,-2.25,8.80
199.08,-16.10,1.64
66.15,38.68,22.57
99.46,40.54,48.36
123.23,24.79,75.29
153.47,41.12,93.53
195.63,29.52,139.93
65.70,-57.73,0.00
143.26,11.34,55.21
111.51,-25.49,0.44
91.96,-43.06,0.11
108.16,12.87,34.21
133.73,-28.48,0.00
94.99,-64.94,0.00
207.45,-1.44,12.25
164.14,36.83,103.22
67.56,59.97,18.75
122.17,-26.58,0.00
156.06,8.01,43.98
107.73,-14.90,2.82
94.09,31.38,45.00
89.05,23.51,38.94
123.36,25.35,62.35
90.51,-54.45,0.00
102.46,57.88,35.37
93.45,-43.77,0.65
173.37,47.85,102.48
46.40,50.95,10.82
78.34,22.54,25.21
108.37,-11.40,2.25
105.30,-20.13,0.72
146.70,-70.51,0.00
175.46,33.12,117.21
57.17,45.18,14.81
155.04,33.09,101.73
223.11,4.87,63.02
119.46,6.77,24.50
136.38,29.13,75.83
121.29,20.30,65.96
49.22,45.68,13.28
160.67,25.84,96.33
77.06,-46.97,0.06
49.62,33.71,14.28
138.98,54.65,65.81
58.48,59.25,14.91
176.71,9.29,74.21
67.62,63.04,12.46
86.19,45.79,34.30
107.72,-25.06,0.82
98.47,-42.73,0.00
65.14,-31.19,0.99
72.65,-5.42,4.08
64.82,-61.31,0.00
137.97,50.16,68.99
99.03,1.32,11.45
97.54,-34.14,0.39
100.67,4.78,15.57
110.15,-28.94,0.00
79.16,6.89,14.14
82.16,35.91,37.93
81.23,-27.18,0.00
239.62,20.34,176.28
108.92,-26.70,0.75
85.78,15.89,20.19
148.74,0.06,15.47
57.93,6.95,8.72
73.48,-10.12,3.46
104.06,-49.07,0.00
122.89,25.57,73.38
135.60,-16.69,1.28
177.14,-68.53,0.21
72.78,66.82,14.07
56.69,1.49,5.58
148.39,-29.02,0.44
70.26,-45.28,0.50
164.20,29.39,106.75
134.32,3.49,21.10
148.61,-39.54,0.00
211.17,-8.26,4.42
134.71,2.77,21.21
79.70,2.26,9.38
203.37,-0.17,18.00
203.12,33.39,141.29
192.51,15.03,99.51
71.98,19.50,17.78
117.63,-29.44,0.52
124.97,33.43,65.30
151.86,14.73,76.19
150.74,-27.92,0.00
74.36,-57.98,0.00
196.20,-45.08,0.00
198.20,-17.58,1.60
81.84,-49.88,0.00
91.76,18.61,33.60
140.36,17.42,67.75
160.36,28.22,94.65
42.61,-4.40,3.86
77.06,0.63,7.27
153.88,44.51,90.29
